Relocated,HasDebt,PayTuition,Gender,HasScholarship,X2,X4,X5,X8,X9,X10,X11,Dropout
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.23809523809523808,0.7153846153846154,0.26086956521739124,0.3030303030303031,0.15,0.5743589743589743,1
0.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.21739130434782608,0.15151515151515155,0.0,0.0,1
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.14285714285714285,0.7307692307692307,0.26086956521739124,0.4545454545454545,0.1,0.5923076923076924,1
1.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.23809523809523808,0.726923076923077,0.21739130434782608,0.2424242424242424,0.2,0.6461538461538463,0
1.0,1.0,1.0,1.0,1.0,0.30434782608695654,0.3333333333333333,0.7994505494505496,0.3043478260869565,0.2424242424242424,0.35,0.676923076923077,0
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.047619047619047616,0.7500000000000001,0.26086956521739124,0.2424242424242424,0.2,0.6057692307692308,0
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.6826923076923079,0.26086956521739124,0.18181818181818182,0.3,0.7089743589743591,0
0.0,1.0,1.0,1.0,0.0,0.3478260869565218,0.38095238095238093,0.8309134615384615,0.34782608695652173,0.2727272727272727,0.4,0.7755192307692309,0
0.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,1
1.0,0.0,1.0,1.0,0.0,0.3478260869565218,0.3333333333333333,0.7681318681318684,0.34782608695652173,0.2424242424242424,0.35,0.7169230769230771,0
0.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7307692307692307,0.26086956521739124,0.18181818181818182,0.3,0.6282051282051283,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.14285714285714285,0.6730769230769231,0.26086956521739124,0.2424242424242424,0.25,0.6461538461538463,0
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.6250000000000001,0.26086956521739124,0.2727272727272727,0.3,0.6192307692307694,0
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.3333333333333333,0.8497252747252748,0.34782608695652173,0.33333333333333326,0.4,0.8791608391608393,0
0.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7211538461538463,0.26086956521739124,0.18181818181818182,0.3,0.6641025641025642,0
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.6250000000000001,0.26086956521739124,0.2424242424242424,0.25,0.5923076923076924,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7994505494505496,0.26086956521739124,0.4545454545454545,0.3,0.7053846153846155,0
0.0,1.0,1.0,1.0,0.0,0.6086956521739131,0.5714285714285714,0.7115384615384618,0.608695652173913,0.4242424242424243,0.6,0.6641025641025642,0
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.7692307692307694,0.26086956521739124,0.18181818181818182,0.2,0.6865384615384617,0
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.23809523809523808,0.7615384615384616,0.26086956521739124,0.21212121212121213,0.25,0.7323076923076924,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7417582417582419,0.26086956521739124,0.21212121212121213,0.3,0.735897435897436,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.8173076923076924,0.26086956521739124,0.18181818181818182,0.3,0.7538461538461539,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.23809523809523808,0.7730769230769234,0.26086956521739124,0.18181818181818182,0.25,0.6892307692307694,0
0.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7019230769230771,0.26086956521739124,0.2727272727272727,0.15,0.5923076923076924,1
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.7067307692307694,0.26086956521739124,0.2424242424242424,0.25,0.6246153846153848,0
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.2857142857142857,0.8259615384615387,0.3043478260869565,0.21212121212121213,0.3,0.7708974358974361,0
1.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.23809523809523808,0.6461538461538462,0.21739130434782608,0.33333333333333326,0.2,0.6326923076923079,0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.8076923076923077,0.26086956521739124,0.18181818181818182,0.3,0.735897435897436,0
0.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.14285714285714285,0.6153846153846155,0.21739130434782608,0.21212121212121213,0.2,0.6138461538461539,0
0.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.23809523809523808,0.726923076923077,0.26086956521739124,0.33333333333333326,0.2,0.6057692307692308,0
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.19047619047619047,0.8076923076923077,0.26086956521739124,0.36363636363636365,0.15,0.5923076923076924,0
0.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.7692307692307694,0.26086956521739124,0.18181818181818182,0.3,0.7628205128205129,0
0.0,0.0,1.0,0.0,0.0,0.7826086956521741,0.8095238095238094,0.7533936651583713,0.5217391304347825,0.4545454545454545,0.6,0.6627218934911244,0
0.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.8365384615384617,0.26086956521739124,0.21212121212121213,0.3,0.8307692307692308,0
1.0,0.0,1.0,1.0,1.0,0.2173913043478261,0.14285714285714285,0.8653846153846153,0.21739130434782608,0.2727272727272727,0.15,0.6282051282051283,1
0.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.23809523809523808,0.7696153846153846,0.3043478260869565,0.2727272727272727,0.25,0.5836923076923077,0
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.23809523809523808,0.6230769230769232,0.26086956521739124,0.36363636363636365,0.15,0.5384615384615384,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.23809523809523808,0.6346153846153847,0.26086956521739124,0.18181818181818182,0.3,0.6282051282051283,0
1.0,0.0,1.0,1.0,0.0,0.6086956521739131,0.42857142857142844,0.6923076923076925,0.5217391304347825,0.6363636363636364,0.4,0.6057692307692308,0
0.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.23809523809523808,0.726923076923077,0.21739130434782608,0.21212121212121213,0.25,0.7384615384615385,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.6778846153846155,0.26086956521739124,0.2424242424242424,0.2,0.6596153846153847,1
1.0,0.0,1.0,1.0,0.0,0.3478260869565218,0.38095238095238093,0.8589663461538464,0.34782608695652173,0.2424242424242424,0.4,0.8017019230769231,0
1.0,0.0,1.0,1.0,1.0,0.08695652173913046,0.09523809523809523,0.6923076923076925,0.26086956521739124,0.33333333333333326,0.3,0.6910256410256411,0
1.0,0.0,1.0,1.0,1.0,0.3478260869565218,0.3333333333333333,0.7447252747252748,0.34782608695652173,0.33333333333333326,0.35,0.6950769230769233,0
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.2857142857142857,0.805769230769231,0.3043478260869565,0.21212121212121213,0.3,0.7520512820512824,0
0.0,0.0,1.0,1.0,0.0,0.3478260869565218,0.3333333333333333,0.8541758241758243,0.34782608695652173,0.2424242424242424,0.35,0.7972307692307693,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.726923076923077,0.26086956521739124,0.18181818181818182,0.2,0.6192307692307694,1
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.23809523809523808,0.7384615384615386,0.26086956521739124,0.2424242424242424,0.25,0.5923076923076924,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7252747252747255,0.26086956521739124,0.33333333333333326,0.3,0.676923076923077,0
1.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.23809523809523808,0.726923076923077,0.21739130434782608,0.15151515151515155,0.25,0.7107692307692307,0
1.0,0.0,1.0,0.0,1.0,0.26086956521739135,0.2857142857142857,0.6730769230769231,0.26086956521739124,0.18181818181818182,0.3,0.6551282051282052,0
1.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.047619047619047616,0.6346153846153847,0.21739130434782608,0.2727272727272727,0.1,0.5653846153846156,0
1.0,0.0,1.0,0.0,1.0,0.26086956521739135,0.2857142857142857,0.6562500000000001,0.26086956521739124,0.18181818181818182,0.25,0.7430769230769234,0
0.0,1.0,1.0,1.0,0.0,0.2173913043478261,0.23809523809523808,0.6274038461538463,0.21739130434782608,0.2424242424242424,0.2,0.6676923076923078,0
0.0,1.0,1.0,1.0,1.0,0.26086956521739135,0.23809523809523808,0.7980769230769232,0.26086956521739124,0.21212121212121213,0.3,0.6730769230769231,0
1.0,0.0,1.0,0.0,0.0,0.7826086956521741,0.8571428571428572,0.7211538461538463,0.5652173913043478,0.7878787878787878,0.6,0.6153846153846155,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.8076923076923077,0.26086956521739124,0.18181818181818182,0.3,0.7179487179487181,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.5769230769230771,0.26086956521739124,0.36363636363636365,0.1,0.726923076923077,0
0.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.09523809523809523,0.6057692307692308,0.21739130434782608,0.15151515151515155,0.0,0.0,1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.23809523809523808,0.7038461538461539,0.21739130434782608,0.3030303030303031,0.15,0.6102564102564104,0
0.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.23809523809523808,0.6576923076923078,0.21739130434782608,0.21212121212121213,0.15,0.6641025641025642,0
0.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.6510989010989012,0.26086956521739124,0.3030303030303031,0.3,0.6384615384615385,0
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.8750000000000003,0.26086956521739124,0.2727272727272727,0.3,0.7538461538461539,0
0.0,1.0,1.0,1.0,0.0,0.26086956521739135,0.23809523809523808,0.7980769230769232,0.26086956521739124,0.393939393939394,0.25,0.6730769230769231,0
1.0,0.0,1.0,0.0,0.0,0.6521739130434783,0.619047619047619,0.6213017751479292,0.608695652173913,0.4545454545454545,0.6,0.6371794871794874,1
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.3333333333333333,0.8152644230769232,0.34782608695652173,0.2424242424242424,0.4,0.752971153846154,0
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.855769230769231,0.26086956521739124,0.2424242424242424,0.3,0.653846153846154,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.23809523809523808,0.7307692307692307,0.26086956521739124,0.5757575757575757,0.2,0.6326923076923079,0
1.0,1.0,1.0,1.0,0.0,0.30434782608695654,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,1
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7980769230769232,0.26086956521739124,0.18181818181818182,0.3,0.6371794871794874,0
0.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.6634615384615385,0.26086956521739124,0.33333333333333326,0.25,0.7538461538461539,0
1.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.14285714285714285,0.6346153846153847,0.21739130434782608,0.18181818181818182,0.0,0.0,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.047619047619047616,0.6346153846153847,0.21739130434782608,0.33333333333333326,0.05,0.5384615384615384,0
0.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.23809523809523808,0.6346153846153847,0.26086956521739124,0.2727272727272727,0.25,0.6551282051282052,0
1.0,0.0,1.0,0.0,1.0,0.2173913043478261,0.19047619047619047,0.6490384615384618,0.21739130434782608,0.18181818181818182,0.2,0.6596153846153847,0
1.0,1.0,1.0,1.0,1.0,0.26086956521739135,0.14285714285714285,0.7115384615384618,0.26086956521739124,0.36363636363636365,0.05,0.7000000000000001,1
0.0,0.0,1.0,1.0,1.0,0.30434782608695654,0.2857142857142857,0.7115384615384618,0.3043478260869565,0.21212121212121213,0.3,0.6820512820512822,0
1.0,0.0,1.0,0.0,1.0,0.30434782608695654,0.23809523809523808,0.6461538461538462,0.3043478260869565,0.2424242424242424,0.25,0.6030769230769231,0
0.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.7500000000000001,0.26086956521739124,0.2727272727272727,0.25,0.6923076923076924,0
0.0,0.0,1.0,0.0,0.0,0.5217391304347826,0.5238095238095238,0.833916083916084,0.47826086956521735,0.33333333333333326,0.5,0.7646153846153847,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.7211538461538463,0.26086956521739124,0.393939393939394,0.1,0.6820512820512822,0
0.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7788461538461542,0.26086956521739124,0.36363636363636365,0.3,0.6461538461538463,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,1.0,1.0,0.30434782608695654,0.2857142857142857,0.7451923076923079,0.3043478260869565,0.21212121212121213,0.3,0.6955128205128206,0
0.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.047619047619047616,0.5769230769230771,0.21739130434782608,0.2424242424242424,0.1,0.6461538461538463,1
0.0,1.0,1.0,0.0,0.0,0.26086956521739135,0.09523809523809523,0.6923076923076925,0.26086956521739124,0.21212121212121213,0.0,0.0,1
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.8461538461538463,0.26086956521739124,0.36363636363636365,0.3,0.7897435897435898,0
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.2857142857142857,0.7567307692307694,0.3043478260869565,0.21212121212121213,0.3,0.7062820512820515,0
1.0,0.0,1.0,0.0,0.0,0.5217391304347826,0.5238095238095238,0.8234265734265737,0.5217391304347825,0.36363636363636365,0.5499999999999999,0.7979020979020979,0
0.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.14285714285714285,0.6778846153846155,0.26086956521739124,0.36363636363636365,0.1,0.5384615384615384,1
0.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.3333333333333333,0.9879807692307695,0.34782608695652173,0.2424242424242424,0.4,0.9470192307692308,0
1.0,0.0,1.0,1.0,0.0,0.3478260869565218,0.3333333333333333,0.7448076923076925,0.34782608695652173,0.2424242424242424,0.35,0.6951538461538462,0
0.0,0.0,1.0,0.0,1.0,0.26086956521739135,0.2857142857142857,0.7788461538461542,0.26086956521739124,0.2727272727272727,0.25,0.6730769230769231,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.7211538461538463,0.26086956521739124,0.33333333333333326,0.05,0.7538461538461539,1
0.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.14285714285714285,0.7115384615384618,0.21739130434782608,0.15151515151515155,0.0,0.0,1
1.0,0.0,1.0,0.0,0.0,0.30434782608695654,0.2857142857142857,0.7701923076923078,0.3043478260869565,0.21212121212121213,0.3,0.718846153846154,0
0.0,0.0,1.0,0.0,1.0,0.30434782608695654,0.3333333333333333,0.7087912087912089,0.39130434782608686,0.3030303030303031,0.4,0.6663461538461539,0
0.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.0,0.0,0.26086956521739124,0.18181818181818182,0.0,0.0,1
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.7644230769230771,0.26086956521739124,0.33333333333333326,0.25,0.6353846153846155,0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.19047619047619047,0.6923076923076925,0.21739130434782608,0.18181818181818182,0.25,0.6138461538461539,0
0.0,1.0,1.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.26086956521739124,0.21212121212121213,0.1,0.7538461538461539,1
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.8983516483516485,0.26086956521739124,0.2424242424242424,0.3,0.8817307692307694,0
1.0,0.0,0.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.6634615384615385,0.26086956521739124,0.18181818181818182,0.3,0.6551282051282052,0
1.0,0.0,1.0,0.0,1.0,0.26086956521739135,0.2857142857142857,0.8489010989010992,0.26086956521739124,0.18181818181818182,0.3,0.6730769230769231,0
0.0,0.0,0.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.6490384615384618,0.26086956521739124,0.36363636363636365,0.0,0.0,1
0.0,0.0,1.0,1.0,0.0,0.3478260869565218,0.38095238095238093,0.8097115384615388,0.34782608695652173,0.2424242424242424,0.4,0.7557307692307694,0
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.3333333333333333,0.7203296703296704,0.34782608695652173,0.36363636363636365,0.4,0.6966346153846155,0
0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.21739130434782608,0.15151515151515155,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.08695652173913046,0.0,0.0,0.17391304347826086,0.1212121212121212,0.0,0.0,1
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.8653846153846153,0.26086956521739124,0.18181818181818182,0.3,0.6910256410256411,1
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.2857142857142857,0.8451923076923078,0.3043478260869565,0.21212121212121213,0.3,0.788846153846154,0
1.0,0.0,1.0,1.0,0.0,0.5217391304347826,0.47619047619047616,0.7673076923076927,0.47826086956521735,0.33333333333333326,0.5499999999999999,0.7391608391608393,0
1.0,1.0,0.0,1.0,0.0,0.26086956521739135,0.19047619047619047,0.6778846153846155,0.26086956521739124,0.18181818181818182,0.3,0.7089743589743591,1
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.0,0.0,0.26086956521739124,0.33333333333333326,0.05,0.5384615384615384,0
0.0,1.0,1.0,0.0,1.0,0.2173913043478261,0.23809523809523808,0.6153846153846155,0.21739130434782608,0.33333333333333326,0.1,0.5923076923076924,0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0.0,0.3478260869565218,0.3333333333333333,0.6971703296703299,0.34782608695652173,0.2424242424242424,0.35,0.6506923076923079,0
0.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.774725274725275,0.26086956521739124,0.36363636363636365,0.2,0.6192307692307694,0
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.7403846153846156,0.26086956521739124,0.21212121212121213,0.3,0.7153846153846155,0
1.0,0.0,1.0,1.0,1.0,0.3478260869565218,0.3333333333333333,0.7587362637362638,0.34782608695652173,0.2424242424242424,0.35,0.7081538461538461,0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,1.0,0.2173913043478261,0.14285714285714285,0.6923076923076925,0.21739130434782608,0.2727272727272727,0.2,0.6798076923076923,0
0.0,0.0,1.0,0.0,1.0,0.4347826086956522,0.47619047619047616,0.7961538461538462,0.43478260869565216,0.3030303030303031,0.5,0.6892307692307694,0
1.0,0.0,1.0,1.0,0.0,0.3478260869565218,0.3333333333333333,0.8649725274725276,0.34782608695652173,0.2424242424242424,0.35,0.8073076923076924,0
0.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.2857142857142857,0.7644230769230771,0.34782608695652173,0.2424242424242424,0.4,0.7403846153846155,0
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.3333333333333333,0.7170329670329672,0.34782608695652173,0.2424242424242424,0.4,0.6623076923076924,0
0.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.14285714285714285,0.8076923076923077,0.21739130434782608,0.2424242424242424,0.15,0.735897435897436,1
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.19047619047619047,0.6057692307692308,0.3043478260869565,0.21212121212121213,0.1,0.5653846153846156,1
1.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.09523809523809523,0.6057692307692308,0.21739130434782608,0.15151515151515155,0.0,0.0,1
0.0,0.0,1.0,1.0,0.0,0.6521739130434783,0.5238095238095238,0.6608391608391612,0.5652173913043478,0.4848484848484848,0.5499999999999999,0.6216783216783216,1
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.7500000000000001,0.26086956521739124,0.18181818181818182,0.3,0.6551282051282052,0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,1.0,0.30434782608695654,0.3333333333333333,0.7792582417582418,0.34782608695652173,0.36363636363636365,0.4,0.7026923076923077,0
0.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.19047619047619047,0.6634615384615385,0.21739130434782608,0.33333333333333326,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.7912087912087912,0.26086956521739124,0.2424242424242424,0.3,0.7923076923076924,0
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.7403846153846156,0.26086956521739124,0.2424242424242424,0.25,0.6138461538461539,0
1.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.3333333333333333,0.7947527472527476,0.34782608695652173,0.2424242424242424,0.4,0.8400000000000001,0
1.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.09523809523809523,0.8269230769230772,0.21739130434782608,0.3030303030303031,0.1,0.6730769230769231,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.09523809523809523,0.6923076923076925,0.26086956521739124,0.3030303030303031,0.15,0.6820512820512822,1
0.0,0.0,1.0,0.0,0.0,0.6956521739130436,0.7142857142857143,0.6769230769230768,0.47826086956521735,0.5151515151515151,0.45,0.6401709401709403,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7980769230769232,0.26086956521739124,0.18181818181818182,0.3,0.7538461538461539,0
0.0,0.0,1.0,0.0,1.0,0.26086956521739135,0.2857142857142857,0.8942307692307694,0.26086956521739124,0.2727272727272727,0.2,0.8346153846153849,1
1.0,1.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.21739130434782608,0.21212121212121213,0.0,0.0,1
1.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.19047619047619047,0.7067307692307694,0.21739130434782608,0.2727272727272727,0.25,0.7153846153846155,0
1.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.23809523809523808,0.7788461538461542,0.26086956521739124,0.18181818181818182,0.3,0.7538461538461539,0
0.0,0.0,1.0,1.0,0.0,0.30434782608695654,0.3333333333333333,0.7309615384615386,0.34782608695652173,0.2424242424242424,0.4,0.7296153846153849,0
1.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.0,0.0,0.26086956521739124,0.2424242424242424,0.0,0.0,1
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.0,0.0,0.21739130434782608,0.3030303030303031,0.0,0.0,1
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7252747252747255,0.26086956521739124,0.18181818181818182,0.3,0.735897435897436,0
0.0,0.0,1.0,1.0,0.0,0.04347826086956522,0.0,0.0,0.21739130434782608,0.2424242424242424,0.0,0.0,1
0.0,0.0,1.0,1.0,1.0,0.26086956521739135,0.2857142857142857,0.653846153846154,0.26086956521739124,0.21212121212121213,0.3,0.6692307692307694,0
1.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.23809523809523808,0.7692307692307694,0.21739130434782608,0.21212121212121213,0.2,0.7969230769230772,0
0.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.14285714285714285,0.6923076923076925,0.21739130434782608,0.21212121212121213,0.25,0.7107692307692307,0
0.0,0.0,1.0,1.0,1.0,0.30434782608695654,0.3333333333333333,0.8118131868131869,0.34782608695652173,0.2424242424242424,0.4,0.8164423076923079,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,1.0,0.0,0.2173913043478261,0.047619047619047616,0.7500000000000001,0.21739130434782608,0.15151515151515155,0.0,0.0,1
1.0,0.0,1.0,0.0,0.0,0.26086956521739135,0.2857142857142857,0.7596153846153847,0.26086956521739124,0.21212121212121213,0.3,0.6820512820512822,0
1.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.2857142857142857,0.7403846153846156,0.26086956521739124,0.21212121212121213,0.3,0.6282051282051283,0
1.0,0.0,1.0,0.0,0.0,0.2173913043478261,0.23809523809523808,0.8423076923076924,0.21739130434782608,0.15151515151515155,0.25,0.8184615384615386,1
1.0,0.0,1.0,1.0,0.0,0.2173913043478261,0.19047619047619047,0.6778846153846155,0.21739130434782608,0.18181818181818182,0.25,0.6246153846153848,0
